"","X","commit_hash","commit_message","fix","classification","contains_bug","ns","nd","nf","entrophy","la","ld","lt","ndev","age","nuc","exp","rexp","sexp","glm_probability","name","commit_words","bayesian_score","spam_ham","jacob","charles"
"322",331,"68fc92e0817f8958a042bfab5c034bcafebf3cdc","Fix: don't display all files from a merge-commit when auto-merge failsThe 60848f89959d41de83dfac2a0ee20d336cd7b3f1 tried to address the issuenthat the Change Screen couldn't open for a patch set with merge commitnwhen the creation of an auto-merge tree failed in JGit (which happensnwhen the parents of the merge commit have multiple merge bases as JGitndoesn't support this case yet).  It considered the failure to create thenauto-merge tree as if the tree creation succeeded with conflicts. Innfact, the auto merge tree was empty and Gerrit considered all pathsnas unmerged.  This caused several issues:n- the file list was too large for a project with large number of filesn- Gerrit would send too many false notification emails to those watchingn  changes under certain pathsn- both client and server needed a lot of resources in order to handlen  such a large list of filesnnWith this change the file list will be empty when creation of auto-mergencommit fails. This is not worse than showing a list of all files and itnresolves the issues listed above.nnJGit will be able to auto-merge commits with multiple merge bases in annear future [1] which will further reduce the number of cases wherenGerrit will incorrectly show an empty list of files for a patch-set withnmerge commit.nn[1] https://git.eclipse.org/r/8113nnChange-Id: I76c51802f70d8d7f3d7cb797034ad19b77d84aa4nSigned-off-by: Sasa Zivkov <sasa.zivkov@sap.com>nSigned-off-by: Christian Halstrick <christian.halstrick@sap.com>n","True","Corrective","f",1,1,1,0,5,1,400,50,0,9,322,0,78,0,"gerrit",146,0.889789587922,"spam","False","False"
"323",332,"06ee913c8d5cd1afaa3c5573430f07e5655e1edf","IndexPack: Correct thin pack fix using less than 20 bytesIf we need to append less than 20 bytes in order to fix a thin packnand make it complete, we need to set the length of our file back tonthe actual number of bytes used because the original SHA-1 footer wasnnot completely overwritten.  That extra data will confuse the headernand footer fixup logic when it tries to read to the end of the file.nnThis isn't a very common case to occur, which is why we've nevernseen it before.  Getting a delta that requires a whole object whichnuses less than 20 bytes in pack representation is really hard.nGenerally a delta generator won't make these, because the deltanwould be bigger than simply deflating the whole object.  I onlynmanaged to do this with a hand-crafted pack file where a 1 bytendelta was pointed to a 1 byte whole object.nnNormally we try really hard to avoid truncating, because itsntypically not safe across network filesystems.  But the odds ofnthis occurring are very low.  This truncation is done on a filenwe have open for writing, will append more content onto, and isna temporary file that we won't move into position for others tonsee until we've validated its SHA-1 is sane.  I don't think thentruncate on NFS issue is something we need to worry about here.nnChange-Id: I102b9637dfd048dc833c050890d142f43c1e75aenSigned-off-by: Shawn O. Pearce <spearce@spearce.org>n","False","None","f",2,2,2,0.52764232609436,67,0,653.5,10,132.479895833333,5,664.5,1.00440009541934,168,0,"jgit",134,0.831566791204,"ham","False","False"
"324",333,"4daf8cbc7248466088aeb75a05e2ba1616eecdcb","Removed bleeding edge by default","False","None","t",3,3,3,1.26655453263948,78,93,1386.66666666667,4,103.194016203704,207,6,1.00390088566971,5,0,"social-engineer-toolkit",4,0.631737629324,"ham","False","False"
"325",334,"5a2fb6ce286411e85c5be8f1219d532e222882da","Merge Greatly simplify sample code by using EGL_NATIVE_VISUAL_ID. into gingerbread","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"development",8,0.0101684134727,"ham","False","False"
"326",335,"ebb770d50fdcffcc4049100cfc2214ada42fddd5","Moving to phonegap 1.2 (to be aligned with iOS) phonegap js and jar now live in external/ and are links everywhere else.","False","None","f",4,10,18,1.02100442719373,4709,4583,1.77777777777778,3,7.66864390432099,28,829.5,1.09887325084079,348,0,"SalesforceMobileSDK-Android",12,0.00620955573303,"ham","False","False"
"327",336,"51fa2c3c0a25fdcab8977e224b59a3ac4ad99bbb","FELIX-553: add bundle:remote-clean goal (use -DremoteOBR=http://... to specify repository prefix)git-svn-id: https://svn.apache.org/repos/asf/felix/trunk@682012 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,1,0,453,0,0,16,65.0221412037037,2,814,1.01537937664752,319,0,"felix",30,0.5,"ham","False","False"
"328",337,"ab8dd8567046e9612a39a45baf9eebcea6a96d2a","more reformating.","False","None","t",1,1,1,0,1,1,801,11,0.00100694444444444,8,10884,994.103448275862,1781,0,"hk2",1,0.5,"ham","True","True"
"329",338,"90a422cf27534faa3d5eedf77e22519406ac7160","[Fixed HUDSON-1825]: parse build.xml files to extract project name.","True","Corrective","t",1,3,6,1.79517830981028,1071,270,69,1,6.20980131172839,5,418.5,1.02686873917817,392,0,"checkstyle-plugin",9,0.000104207077914,"ham","False","False"
"330",339,"38476a9ad32af63702544c81d96edb3e3dd94b99","CMFileManager: SK translationChange-Id: I64bdf6c539f80af3eea88be3e2940c469473c5f0n","False","None","f",1,1,2,0.413816850303634,15,9,382.5,30,35.5355208333333,7,3.5,1.0211056425349,4,0,"android_packages_apps_CMFileManager",5,0.618761993328,"spam","False","False"
"331",340,"ff8a83dcd5df7b1aea97216e57767959aeeb186b","-","False","None","f",1,1,1,0,6,11,67,15,0.00353009259259259,2,6603,284.27868852459,5984,0,"g3m",0,0.746764238547,"spam","True","True"
"332",341,"0b3e411bfcd1ffc719c41a3f62137f75b17a09ab","Autoconf: Use AC_CHECK_MEMBERSAC_CHECK_MEMBERS has been available since autoconf 2.50,nwhich was released in 2001. Use this, rather than rolling ournown mechanism to check for structure membership.nnChange-Id: Ic63bfdd6c448ce3cf2ed13d8f1f36d02e18bd223nReviewed-on: http://gerrit.openafs.org/1973nReviewed-by: Derrick Brashear <shadow@dementia.org>nTested-by: Derrick Brashear <shadow@dementia.org>n","False","None","f",1,1,1,0,4,43,132,67,56.2254282407407,21,3842,1.01778554706099,3701,0,"openafs-netbsd5",37,0.172882325844,"ham","False","False"
"333",342,"f7f6b2686d466d695d813593a8b268abdf7ca29d","Merge Upgrade to tzdata2013h.","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"olibc",3,0.784391795319,"ham","False","False"
"334",343,"55624cf5dd0d956ec720f8ecd4843cf6ca910e4a","Moved resources from java dir to resources dir","False","None","f",1,12,16,3.80285477700818,318,318,19.875,5,68.0348871527778,19,24.5,1.00158328444849,18,0,"spring-security",6,0.509288937183,"ham","False","False"
"335",344,"ab791d0bbcdf05c264d846010683b336168ee194","Revert Remove the Touch to correct words option.This reverts commit 8e69dd80d88c356778c8c1fb1ccaf79108db9dffnn...since it breaks the build","False","None","t",1,4,4,1.67673703005213,6,5,136.75,23,0.0412384259259259,79,406.5,13.6298063429694,284,0,"AKeyboard",12,0.5,"ham","False","False"
"336",345,"114c3c9d9fafae5ad1f184b24b7daf277689bedb","Title: release TestContext if none was received from client Description: @bug W-1572082@ @rev goliver@","False","None","t",1,1,1,0,10,8,310,21,2.11282407407407,7,263,1.47330017310516,79,0,"aura",11,0.0448025239043,"ham","False","False"
"337",347,"64c3e4c783cbc1b836fab5365d58829cd4797df3","HHH-8879 HHH-8994 : Embeddable with associations used as a Map key","False","None","f",1,6,10,2.8247001388657,363,20,176,86,312.978982638889,36,3556.5,1.00066557220075,2440,0,"hibernate-orm",9,0.273799242253,"ham","False","False"
"338",348,"c38941f06d0e91266c4a7b922e86512fe0ed6ec7","(DBFLUTE-296){Java/C#}: AccessContextu00e3u0081u00abu00e6u00b1u008eu00e7u0094u00a8u00e7u009au0084u00e3u0081u00aau00e5u0080u00a4(Key,Value)u00e3u0082u0092u00e6u00a0u00bcu00e7u00b4u008du00e3u0081u00a7u00e3u0081u008du00e3u0082u008bu00e3u0082u0088u00e3u0081u0086u00e3u0081u00abu00e3u0081u0099u00e3u0082u008b","False","None","f",1,2,2,0.995727452084926,50,2,179.5,1,163.790798611111,7,9120.5,1.00428660636311,9121,0,"dbflute",8,0.431709401489,"ham","False","True"
"339",349,"5f912842e329572a6f75cf38bbc37d76adbfe104","Now just shows number of warnings, rather than line numbers (line numbers not being a particularly useful piece of information, since the reporter might span several files and searching for WARN is easy enough!)git-svn-id: http://scm.dspace.org/svn/repo/trunk@540 9c30dcfa-912a-0410-8fc2-9e0234be79fdn","False","None","f",1,1,1,0,9,19,417,3,9.94181712962963,3,1288,1.10058523376171,1288,0,"DSpace-SVN-Deprecated",34,0.548933125243,"ham","False","False"
"340",350,"a93f30cadf3cfdbf27b387fd86d073d15aa33f2b","1","False","None","f",1,6,6,2.17931386045521,38,25,378.333333333333,4,4.3074575617284,45,688.5,1.07634899499753,691,0,"dms-project",1,0.5,"spam","True","True"
"341",351,"35c300252a2fd5455f119a498cd2f88980d57358","Add inter and intra edges within partition filters","False","Feature Addition","t",1,1,4,1.25793753385571,315,4,71,17,135.453162615741,19,19622.5,1.00251145412815,271,0,"gephi",6,0.836607382656,"ham","False","False"
"342",352,"134e2f072efb9d119490ef3c167068510c88f59f","Cleaned up the code in CommentsListViewController.Also fixed the issue found during internal testing.","True","Corrective","f",1,1,1,0,6,17,540,3,25.0634027777778,29,583,1.03989881217911,441,0,"WordPress-iOS",8,0.360483041799,"ham","False","True"
"343",353,"fade3372677ffa12230f8484655bfe65ea161e40","Merge branch 'myfeature' into develop","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"esup-opi",4,0.714500856832,"spam","False","True"
"344",354,"0ee5b48679e86bd51b1d62fe82b608d7644a19ed","MOBI-1013 iOS 7 Theme - revert ios7 theme for current prod branchgit-svn-id: http://anonsvn.icesoft.org/repo/icemobile/trunk/icemobile@39988 8668f098-c06c-11db-ba21-f49e70c34f74n","False","None","f",1,1,1,0,4,4,196,9,13.0428587962963,12,10779,1.0766703079147,293,0,"icemobile",27,0.733950352271,"ham","False","False"
"345",355,"bbc8164cc5d35dc54d4bcaa3660a6d982a876715","Decided to remove these annotations from who knows when.","False","None","f",1,4,26,2.43646260204697,0,139181,5353.11538461538,8,733.135786591881,29,1141.5,1.00022961546538,784,0,"cytoscape2",4,0.0899018933994,"ham","False","True"
"346",356,"facb82e074712a3f94ac99b13c3a6ad4741fb46b","Merge Modifications to bold contacts' first names.","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"android_packages_apps_Contacts",5,0.00125373127915,"ham","False","False"
"347",357,"dd8587dbb16f4d2c4dc2057efc918633f24e69f6","Adding pausability to remote builds","False","Feature Addition","t",1,3,3,0.998689844084022,79,17,1001,3,11.9103819444444,45,483,1.05440311551696,321,0,"ReplicatorG",4,0.838641604554,"spam","False","False"
"348",358,"3212ce7fd9b60c522ff0aa80f2809aeff413d74c","Removing Realtime neural network code until it is cleanroom","False","Perfective","f",1,1,1,0,0,72,72,1,0.604282407407407,1,216,2.65485539168742,216,0,"dANN",6,0.5,"ham","False","False"
"349",359,"31bfeb751ae9e5c421489106495e71dea9807f40","moved FO term of a Node's child elements from Children to ChildNodesgit-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/fop/trunk@197835 13f79535-47bb-0310-9956-ffa450edef68n","False","None","t",1,6,17,3.07493635027635,77,78,397.235294117647,24,39.3595697167756,279,1807,1.01595443373488,1665,0,"fop",25,0.18325759532,"ham","False","False"
"350",360,"89fc6520173ca3df1071f0bca0b1da173a7d749d","Merge with fbd8f9f0f9f18a08a5b0f8e3989c6dc62305745e","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chipster",2,0.0611573315776,"ham","False","True"
"351",361,"dfe989fbd22f76045301693edfb84a36371dc5d9","fix errorgit-svn-id: https://mosesdecoder.svn.sourceforge.net/svnroot/mosesdecoder/trunk@426 1f5c12ca-751b-0410-a591-d2e778427230n","True","Corrective","f",1,1,1,0,3,1,632,6,0.0226851851851852,65,356,45.0816326530612,278,0,"MosesLabelFeats",18,0.684572961782,"spam","False","True"
"352",362,"9e557c0dba61a4da882b14d05363bb6fec7ea2ca","Updated Java Applet with obfsucation","False","None","f",1,2,2,0,0,0,0,3,0.0833564814814815,1358,1493.5,9.9975006942516,1432,0,"social-engineer-toolkit",4,0.819515684339,"spam","True","False"
"353",363,"9f8b4dba30eb639ee9cdf30e0ba9287502763f05","svn path=/strategoxt-java-backend/trunk/; revision=21896","False","None","f",1,1,1,0,3,2,-170,16,21.0186342592593,60,2234,1.04757683052406,61,0,"strategoxt",8,0.621653283336,"ham","False","True"
"354",364,"2ccc8fa21367f5b397f2e0312c71694095b7a0f9","Fixed bunch of static analyzer errors, namely leaks, wrong code, unused code, ...)","True","Corrective","t",1,4,12,3.33500202431854,37,30,501.5,14,0.606734182098765,50,2308.5,28.0842736775654,1043,0,"iSoul",10,0.60676762935,"ham","False","True"
"355",365,"779c7f6090fc5689b99de5b172183193c7633b74","BUGFIX : no path_tail method exists","True","Corrective","f",1,1,6,2.58496250072116,12,12,776.166666666667,25,168.536915509259,15,31.5,1.00188684151448,33,0,"cobbler-2",4,0.18981725396,"ham","False","False"
"356",366,"3546fbd5949564ada42a49a5201f5908302868ce","Merge branch 'master' of github.com:ochafik/nativelibs4java","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nativelibs4java",7,0.0681607196612,"ham","False","True"
"357",367,"73b93bca5ee3f5d4848a266d6a5298963ad79f8e","am 01bf7a01: am aeba0abd: Merge change If18f9e03 into eclairMerge commit '01bf7a014a2b146a329fa9f2b94c9ec8174398eb'nn* commit '01bf7a014a2b146a329fa9f2b94c9ec8174398eb':n  Newer iconsn","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"platform_packages_apps_camera",14,3.11031241312e-05,"ham","False","False"
"358",368,"8caff82061556ad8d66674f71165888a206c57bf","Add isExtensionEnabled helper to ExtensionManager.","False","Feature Addition","f",1,1,1,0,9,0,313,1,0.0121064814814815,14,22219,83.6003824091778,15088,0,"SeriesGuide",4,0.00882629834252,"ham","False","False"
"359",369,"8a9890bfe72b3b74158d4c0943cb015a483b0982","7032930: A way to specify MS Mincho to be used in dialoginput on windows JA locale Reviewed-by: igor, jgodinez","False","None","f",2,5,6,1.83494525464624,142,21,1139.66666666667,74,144.351792052469,44,267.5,1.00296591594741,32,0,"jdk",14,0.610772172183,"ham","False","False"
"360",370,"2911f06571b157c811ee875de6331016aeea0bd6","HIVE-4769 : Vectorized ORC reader does not handle absence of column present stream correctly. (Sarvesh Sakalanaga via Ashutosh Chauhan)git-svn-id: https://svn.apache.org/repos/asf/hive/branches/vectorization@1503883 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,1,0,9,2,1665,22,33.055474537037,11,8276,1.03025217498782,4577,0,"hive",33,0.76268539824,"ham","False","False"
"361",371,"4873df1c9baf8137935d31b1709ed4b115e9f793","Nix AsFuture","False","None","f",1,1,4,1.90824211284133,12,25,38,7,83.6613194444444,4,13809.5,1.0062254974795,688,0,"overview-server",2,0.922922687682,"spam","False","True"
"362",372,"6be428cd2d0790ebd203be12c306bd8441437f0f","compilation fix","True","Corrective","f",1,1,1,0,100,79,1122,19,380.011701388889,21,18056,1.00263149791531,16601,0,"archiva",2,0.69085454787,"ham","True","False"
"363",373,"b6f3d86624ac3ac8c1ceff89d6de7cc0166e379d","Build a user-user 'model' with item subset","False","None","f",1,1,1,0,21,11,83,27,212.021053240741,3,18888,1.00471651274586,464,0,"lenskit",6,0.867287998551,"ham","False","False"
"364",374,"df34e65daa8c83a48f191e8dc654246a556a08c8","index.jsp: sort projects. Patch by Brad Clarkegit-svn-id: https://cruisecontrol.svn.sourceforge.net/svnroot/cruisecontrol/trunk@1331 878de816-9c12-0410-b5fe-b34e1928e20dn","False","None","f",1,2,2,0.91829583405449,6,0,345,6,17.5198900462963,137,656.5,6.76124302261945,657,0,"cruisecontrol",23,0.837697620343,"ham","False","False"
"365",375,"c77bd8073ea879114c21a92df059a4d90b65a133","added windows batch filegit-svn-id: http://anonsvn.jboss.org/repos/hornetq/trunk@4174 7e4d6552-b66c-0410-90c2-bdaa8f2d6dd4n","False","Feature Addition","t",1,1,1,0,17,0,0,1,0,0,1521,0,459,0,"hornetq-old",19,0.00224983471667,"ham","False","True"
"366",376,"ab5ea219374e503a2d384940d6518a7f061aac17","Fixes #17822. Fix more failing cases when onFlickAnimationStart/End() are not properly triggered","True","Corrective","f",1,2,3,1.02145546561167,25,13,533,53,23.9015316358025,137,175,1.10388791031627,172,0,"dojox",9,0.754268825253,"spam","False","False"
"367",377,"daf1353ed555e3cea8b85b930aedfad8b5e523e9","Build fix; apparently some errors don't include a message, which was causing us to return undefined.git-svn-id: https://google-web-toolkit.googlecode.com/svn/trunk@1266 8db76d5a-ed1c-0410-87a9-c151d255dfc7n","True","Corrective","f",1,1,1,0,5,5,261,8,0.315729166666667,4,2887,4.16727152754866,1093,0,"gwt",26,0.755081540221,"ham","False","False"
"368",378,"eb4c494005f4025bee8704eed5b311d8be0d16e7","HDFS-1720. Federation: FSVolumeSet volumes is not synchronized correctly. (suresh)git-svn-id: https://svn.apache.org/repos/asf/hadoop/hdfs/branches/HDFS-1052@1078092 13f79535-47bb-0310-9956-ffa450edef68n","False","None","t",2,3,7,1.09426739001059,134,109,2926.71428571429,32,1.28696428571429,2180,1156,7.98183236403532,1008,0,"hadoop-fork",28,0.275927756776,"ham","False","False"
"369",379,"fe62c803e24587de01c85e722f026641f567e789","fix small bugs","True","Corrective","f",1,2,2,1,2,2,76,19,0.013275462962963,6,1805.5,57.4952048823016,196,0,"kde-owncloud",3,0.997508790182,"ham","True","True"
"370",380,"cfe5fbc0a12e2ed5c5b35125b0ff276a940b79f2","* src/files.c (tryopen, tryclose): Move to the top. Be static.","False","None","f",2,2,2,0.367498494827291,40,31,854.5,5,0.0278935185185185,40,128.5,48.192744097235,62,0.182501370807236,"bison",8,0.538077791926,"ham","False","False"
"371",381,"c2567eea9bdf0b4e7da2710eaa1365f5646a3d0e","jaxws -> JAX-WS","False","None","f",1,1,2,0.91829583405449,3,3,270.5,10,106.738912037037,29,1294.5,1.00702649095524,1155,0,"jaxws",3,0.0647507838347,"ham","False","False"
"372",382,"6134410ae165ab051a24956f742e773d8a49d8df","Fix bugzilla bug 135192[Regression] Maximum number of rows in data set preview doesn't work for script data source.","True","Corrective","f",1,2,3,0.550044265621622,2,50,119.333333333333,12,15.5550038580247,43,232,1.04673266785871,233,0,"org",16,0.632437557968,"ham","False","False"
"373",383,"2aecd20755fe2bb5e630fa6a55c06118d35056bb","Ignore list createdgit-svn-id: https://ncisvn.nci.nih.gov/svn/geworkbench/trunk/geworkbench@474 8b29bb6e-589a-435a-9a12-3ab907be3462n","False","Feature Addition","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"geworkbench-core",20,0.5,"spam","False","True"
"374",384,"4d55cfd185778f5ad1155406c634191415ddcb16","Merge Let ICU extract country codes from locales. into dalvik-dev","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"platform_libcore",9,0.684362595713,"ham","False","False"
"375",385,"01f1064b21b35760875a6642cf8d6b197e15d2d8","Preparing for 1.13-SNAPSHOT development.git-svn-id: svn+ssh://src.earth.threerings.net/narya/trunk@6801 542714f4-19e9-0310-aa3c-eee0fc999fb1n","False","None","f",4,4,4,2,4,4,104.5,18,0.00246527777777778,90,76.5,212.267605633803,2,0,"narya",22,0.634277384133,"ham","False","False"
"376",386,"9645cb6f6ceffe7a3d7acb8c12525983c2f20cc5","SparqlAnswer mime types and witers to type classes","False","None","f",4,6,16,3.42163358491607,316,157,28.0625,3,5.24741319444444,82,988.5,1.93737172897299,48,0,"banana-rdf",6,0.576833916679,"ham","False","False"
"377",387,"f1f5030eaa1cd4653b06ecd62e79e13b866eedbb","change name of program","False","None","f",1,1,1,0,573,0,0,1,0,0,866,0,127,0,"coge",2,0.589597347441,"spam","True","False"
"378",388,"942e22681f836562b3a7ab58e72d7e50b20670da","Merge remote-tracking branch 'origin/patches-2.0'Conflicts:ntevthread_win32.cntlistener.cn","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"iSoul",12,0.831110423345,"ham","False","False"
"379",389,"3372aae3f6717cf8199c63bee84ed7730c2d22ea","cleaning-up. see bug 2044 note 10298git-svn-id: https://ncisvn.nci.nih.gov/svn/geworkbench/trunk/geworkbench@8326 8b29bb6e-589a-435a-9a12-3ab907be3462n","True","Corrective","t",1,1,3,1.56560234979002,3,35,211,21,150.377986111111,15,1923,1.00772977209404,1512,0,"geworkbench-core",22,0.843481256454,"spam","False","False"
"380",390,"f6930d954cbdf4ccd175ba74e12bf3132c1b66e1","Remove unused local bindings from system.","False","None","f",1,1,1,0,2,2,567,13,204.129837962963,17,271,1.00489884286383,256,0,"opendylan",4,0.0706788728178,"ham","False","False"
"381",391,"c1cf6d1ce1ce8d997c56082cdce3fe89bbc0cfac","let's include the jquery.form.js file as GitHub seems somewhat unreliable.git-svn-id: https://okapi.googlecode.com/svn/trunk@5818 0cd2bb99-014b-0410-b875-5d0485b745edn","False","None","f",1,2,2,0.0353958324379338,805,1,25,1,16.1447800925926,1,445.5,0.515484881092602,78,0,"okapi",24,0.829069979325,"ham","False","False"
"382",392,"98a0a3a7c3d24144c773629dd827bb06ea6cf5c1","Add support for virtual listctrls","False","Feature Addition","f",1,3,9,2.39757825895422,692,479,671.444444444444,23,371.509769804527,40,472,1.00097925089498,471,0,"otp-winpipes",4,0.607653481992,"ham","False","False"
"383",393,"322802737dfa9a02aa53907f1f94aa195a0667c4","OAK-3235: Deadlock when closing a concurrently used FileStore Reverting changes from revision 1697368 as they cause SNFEsgit-svn-id: https://svn.apache.org/repos/asf/jackrabbit/oak/trunk@1697955 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,1,0,64,84,1229,19,2.09890046296296,107,6653,1.47643993493066,4010,0,"jackrabbit-oak",30,0.464034150185,"ham","False","False"
"384",394,"7a0b7a0cc7b39be2ab3fd7a1a0951820140d6888","Removed exporter methods from the assignment type model and over to an exporter","False","None","f",1,3,3,1.33370831015791,56,49,92,18,4.40743055555556,180,4105,1.08048651196767,2810,0.245801198943363,"gradecraft-development",7,0.721674440169,"ham","False","False"
